Comment Number,Comment Content,Processed comments
1073,I hate abortion but many states stop birth control pill 🙄 i don&#39;t understand why any state would want to stop birth control 😡 there&#39;s to many women with kids they don&#39;t want and most of them end up in welfare which i don&#39;t think our taxpayers money should pay for these kids 😠,hate abortion many state stop birth control pill understand state would want stop birth control many woman kid want end welfare think taxpayer money pay kid
1074,South Park should definitely make an episode on that golf off that was brought up at the end,south park definitely make episode golf brought end
1075,Trump is amazing .bidrn is dec,trump amazing bidrn dec
1076,"&quot;God sent his Son into the world not to condemn the world, but so that the world might be saved through him.&quot;  (Bible - John 3:1)",god sent son world condemn world world might saved bible john
1078,😂THE STUPIDITY <br>     HERE WE GO. . .<br>LEADING THE CROCKED WAY <br>W cnn 🤣!,stupidity go leading crocked way w cnn
1079,"@Americans,do you have other candidates or just this two old grands&#39;???",americansdo candidate two old grand
1080,"President Trump 100, Joe 0....and we have  a WINNER Trump😅😅😅🎉🎉🎉.",president trump joe winner trump
1081,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3519"">58:39</a> biden got the pikachu face goin on like 😧",biden got pikachu face goin
1082,I feel like I’m listening to children………. This country is absolutely doomed. THAT’S A FACT,feel listening child country absolutely doomed fact
1083,"the left fear monger, he says he would put back roe wade if reelected, why didn&#39;t he already do it. They love dangling that carrot, and the left always falls for it. 500 years in office and he hasn&#39;t done anything.",left fear monger say would put back roe wade reelected already love dangling carrot left always fall year office done anything
1084,This was a  painful Watch. It took me 4 hrs. to finish. Happy Birthday America! Those that made it great are dead!!,painful watch took hr finish happy birthday america made great dead
1085,Trump would stomp this guy out..the weakness of r country rite now😢,trump would stomp guy outthe weakness r country rite
1086,"I have to be honest. I don&#39;t care if the president is Republican, or Democrat, what I care about is what the president can do for America. I feel the same way about every part, every branch of the government. That being said, this debate would have been better if they both would have stopped going back to past topics, and stopped with the insults. They both should have stayed on each current question.",honest care president republican democrat care president america feel way every part every branch government said debate would better would stopped going back past topic stopped insult stayed current question
1087,And can you say america isnt fighting a war when america weapons are being used in countries on the other side of the planet. Israel chiefly. But anerica has been war hungry for a long time and foreign policy has to change before we hit a point we cant walk back from.,say america fighting war america weapon used country side planet israel chiefly anerica war hungry long time foreign policy change hit point not walk back
1088,God bless you,god bless
1089,This debate<br><br>Trump: spitting facts<br><br>Biden: Liar!🖕,debatetrump spitting factsbiden liar
1090,Biden talking about debt while throwing away tens of billions in Ukraine and Israel,biden talking debt throwing away ten billion ukraine israel
1091,I think Biden escaped from the nursing home.,think biden escaped nursing home
1092,This is getting  very tedious.,getting tedious
1093,"Our group ask favor to President Joe Biden after e <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=657"">10:57</a> lected but until  now still on the list, if our group decided to help his rival, I can&#39;t blame them ,coz their prayer until now not heard, if still goes on not hearing our group prayets, I can&#39;t blame them cpz rjey wait for Four years.<br>W",group ask favor president joe biden e lected still list group decided help rival not blame coz prayer heard still go hearing group prayets not blame cpz rjey wait four yearsw
1094,There both terrible I want someone new in the office,terrible want someone new office
1095,"I&#39;m surprised Trump didn&#39;t go after the exchange of Griner for a Russian arms dealer when he reminded everyone about the WSJ reporter being held in Russia...<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4766"">1:19:26</a>",surprised trump go exchange griner russian arm dealer reminded everyone wsj reporter held russia
1096,I can’t even understand what Biden is saying 🤦🏻,not even understand biden saying
1097,I feel like nowadays every presidential debate contains people insulting each other instead of answering the questions made. However these two take the crown.,feel nowadays every presidential debate contains people insulting instead answering question made however two take crown
1098,The economy is bad border crisis is bad and health care is the worst 😡 im a diabetic i don&#39;t pay $15 for insulin i pay much more money than that 😡 health care is much worse than when Trump was in office 😡,economy bad border crisis bad health care worst diabetic pay insulin pay much money health care much worse trump office
